Cement;Blast Furnace Slag;Fly Ash;Water;Superplasticizer;Coarse Aggregate;Fine Aggregate;Age;Concrete compressive strength
213.5;0.00;174.24;154.61;11.66;1052.3;775.48;100.00;5930183076.00
277.19;97.82;24.46;160.7;11.19;1061.7;782.46;3.00;3044726016.00
277.19;97.82;24.46;160.7;11.19;1061.7;782.46;14.00;477117392.00
277.19;97.82;24.46;160.7;11.19;1061.7;782.46;28.00;6314221208.00
277.19;97.82;24.46;160.7;11.19;1061.7;782.46;56.00;6682401392.00
277.19;97.82;24.46;160.7;11.19;1061.7;782.46;100.00;669481196.00
218.23;54.64;123.78;140.75;11.91;1075.7;792.67;3.00;2742046052.00
218.23;54.64;123.78;140.75;11.91;1075.7;792.67;14.00;359561734.00
218.23;54.64;123.78;140.75;11.91;1075.7;792.67;28.00;5550971276.00
218.23;54.64;123.78;140.75;11.91;1075.7;792.67;56.00;6199078716.00
218.23;54.64;123.78;140.75;11.91;1075.7;792.67;100.00;6352831864.00
214.9;53.8;121.89;155.63;9.61;1014.3;780.58;3.00;1801600788.00
214.9;53.8;121.89;155.63;9.61;1014.3;780.58;14.00;3860376124.00
214.9;53.8;121.89;155.63;9.61;1014.3;780.58;28.00;5220022796.00
214.9;53.8;121.89;155.63;9.61;1014.3;780.58;56.00;5395839176.00
214.9;53.8;121.89;155.63;9.61;1014.3;780.58;100.00;5663355864.00
218.85;0.00;124.13;158.49;11.33;1078.7;794.91;3.00;15340841.00
218.85;0.00;124.13;158.49;11.33;1078.7;794.91;14.00;2604840328.00
218.85;0.00;124.13;158.49;11.33;1078.7;794.91;28.00;3021973308.00
218.85;0.00;124.13;158.49;11.33;1078.7;794.91;56.00;372661778.00
218.85;0.00;124.13;158.49;11.33;1078.7;794.91;100.00;462293658.00
376.00;0.00;0.00;214.6;0.00;1003.5;762.36;3.00;1627852836.00
376.00;0.00;0.00;214.6;0.00;1003.5;762.36;14.00;2562092816.00
376.00;0.00;0.00;214.6;0.00;1003.5;762.36;28.00;3197100212.00
376.00;0.00;0.00;214.6;0.00;1003.5;762.36;56.00;363009114.00
376.00;0.00;0.00;214.6;0.00;1003.5;762.36;100.00;430577762.00
500.00;0.00;0.00;140.00;4.00;966.00;853.00;28.00;67568648.00
475.00;0.00;59.00;142.00;1.9;1098.00;641.00;28.00;57226508.00
315.00;137.00;0.00;145.00;5.9;1130.00;745.00;28.00;8175116932.00
505.00;0.00;60.00;195.00;0.00;1030.00;630.00;28.00;640178466.00
451.00;0.00;0.00;165.00;11.25;1030.00;745.00;28.00;7880021204.00
516.00;0.00;0.00;162.00;8.2;801.00;802.00;28.00;4136856.00
520.00;0.00;0.00;170.00;5.2;855.00;855.00;28.00;6028088668.00
528.00;0.00;0.00;185.00;6.86;920.00;720.00;28.00;5683350668.00
520.00;0.00;0.00;175.00;5.2;870.00;805.00;28.00;51021224.00
385.00;0.00;136.00;158.00;20.00;903.00;768.00;28.00;5555108132.00
500.1;0.00;0.00;200.00;3.00;1124.4;613.2;28.00;4413335876.00
450.1;50.00;0.00;200.00;3.00;1124.4;613.2;28.00;3937597436.00
397.00;17.2;158.00;167.00;20.8;967.00;633.00;28.00;5564760796.00
333.00;17.5;163.00;167.00;17.9;996.00;652.00;28.00;4727736932.00
334.00;17.6;158.00;189.00;15.3;967.00;633.00;28.00;4432641204.00
405.00;0.00;0.00;175.00;0.00;1120.00;695.00;28.00;5230364936.00
200.00;200.00;0.00;190.00;0.00;1145.00;660.00;28.00;4924927068.00
516.00;0.00;0.00;162.00;8.26;801.00;802.00;28.00;4136856.00
145.00;116.00;119.00;184.00;5.7;833.00;880.00;28.00;2915794004.00
160.00;128.00;122.00;182.00;6.4;824.00;879.00;28.00;3939665864.00
234.00;156.00;0.00;189.00;5.85;981.00;760.00;28.00;39300132.00
250.00;180.00;95.00;159.00;9.45;860.00;800.00;28.00;6786512268.00
475.00;0.00;0.00;162.00;9.5;1044.00;662.00;28.00;5852272288.00
285.00;190.00;0.00;163.00;7.6;1031.00;685.00;28.00;5357917996.00
356.00;119.00;0.00;160.00;9.03;1061.00;657.00;28.00;5899846132.00
275.00;180.00;120.00;162.00;10.35;830.00;765.00;28.00;7623536132.00
500.00;0.00;0.00;151.00;9.00;1033.00;655.00;28.00;6983702404.00
165.00;0.02;143.57;163.81;0.00;1005.6;900.9;3.00;1439625888.00
165.00;128.5;132.1;175.06;8.08;1005.8;746.6;3.00;1941564416.00
178.03;129.8;118.6;179.94;3.57;1007.3;746.8;3.00;2072564856.00
167.35;129.9;128.62;175.46;7.79;1006.3;746.6;3.00;1494094492.00
172.38;13.61;172.37;156.76;4.14;1006.3;856.4;3.00;2129101888.00
173.54;50.05;173.53;164.77;6.47;1006.2;793.5;3.00;2307676172.00
167.00;75.4;167.00;164.03;7.91;1007.3;770.1;3.00;1552010476.00
173.81;93.37;159.9;172.34;9.73;1007.2;746.6;3.00;1581657944.00
190.34;0.00;125.18;166.61;9.88;1079.00;798.9;3.00;125484632.00
250.00;0.00;95.69;191.84;5.33;948.9;857.2;3.00;848744956.00
213.5;0.00;174.24;159.21;11.66;1043.6;771.9;3.00;1560973664.00
194.68;0.00;100.52;170.17;7.48;998.00;901.8;3.00;1217614616.00
251.37;0.00;118.27;192.94;5.75;1043.6;754.3;3.00;1198309288.00
165.00;0.02;143.57;163.81;0.00;1005.6;900.9;14.00;1687837248.00
165.00;128.5;132.1;175.06;8.08;1005.8;746.6;14.00;3308795324.00
178.03;129.8;118.6;179.94;3.57;1007.3;746.8;14.00;3423937816.00
167.35;129.9;128.62;175.46;7.79;1006.3;746.6;14.00;3181242264.00
172.38;13.61;172.37;156.76;4.14;1006.3;856.4;14.00;297508894.00
173.54;50.05;173.53;164.77;6.47;1006.2;793.5;14.00;3300521612.00
167.00;75.4;167.00;164.03;7.91;1007.3;770.1;14.00;3290179472.00
173.81;93.37;159.9;172.34;9.73;1007.2;746.6;14.00;2955094136.00
190.34;0.00;125.18;166.61;9.88;1079.00;798.9;14.00;1941564416.00
250.00;0.00;95.69;191.84;5.33;948.9;857.2;14.00;2465566176.00
213.5;0.00;174.24;159.21;11.66;1043.6;771.9;14.00;2959230992.00
194.68;0.00;100.52;170.17;7.48;998.00;901.8;14.00;2428334472.00
251.37;0.00;118.27;192.94;5.75;1043.6;754.3;14.00;2072564856.00
165.00;0.02;143.57;163.81;0.00;1005.6;900.9;28.00;26200088.00
165.00;128.5;132.1;175.06;8.08;1005.8;746.6;28.00;4638794528.00
178.03;129.8;118.6;179.94;3.57;1007.3;746.8;28.00;391622368.00
167.35;129.9;128.62;175.46;7.79;1006.3;746.6;28.00;4120308576.00
172.38;13.61;172.37;156.76;4.14;1006.3;856.4;28.00;3368779736.00
173.54;50.05;173.53;164.77;6.47;1006.2;793.5;28.00;3820386516.00
167.00;75.4;167.00;164.03;7.91;1007.3;770.1;28.00;4140992856.00
173.81;93.37;159.9;172.34;9.73;1007.2;746.6;28.00;3781086384.00
190.34;0.00;125.18;166.61;9.88;1079.00;798.9;28.00;2484871504.00
250.00;0.00;95.69;191.84;5.33;948.9;857.2;28.00;2722051248.00
213.5;0.00;174.24;159.21;11.66;1043.6;771.9;28.00;4463667624.00
194.68;0.00;100.52;170.17;7.48;998.00;901.8;28.00;372661778.00
251.37;0.00;118.27;192.94;5.75;1043.6;754.3;28.00;3327411176.00
165.00;0.02;143.57;163.81;0.00;1005.6;900.9;56.00;3656291228.00
165.00;128.5;132.1;175.06;8.08;1005.8;746.6;56.00;5372396992.00
178.03;129.8;118.6;179.94;3.57;1007.3;746.8;56.00;4858737372.00
167.35;129.9;128.62;175.46;7.79;1006.3;746.6;56.00;5172448952.00
172.38;13.61;172.37;156.76;4.14;1006.3;856.4;56.00;35852752.00
173.54;50.05;173.53;164.77;6.47;1006.2;793.5;56.00;5377223324.00
167.00;75.4;167.00;164.03;7.91;1007.3;770.1;56.00;5346196904.00
173.81;93.37;159.9;172.34;9.73;1007.2;746.6;56.00;489872698.00
190.34;0.00;125.18;166.61;9.88;1079.00;798.9;56.00;31715896.00
250.00;0.00;95.69;191.84;5.33;948.9;857.2;56.00;3964487.00
213.5;0.00;174.24;159.21;11.66;1043.6;771.9;56.00;5125564584.00
194.68;0.00;100.52;170.17;7.48;998.00;901.8;56.00;4338872468.00
251.37;0.00;118.27;192.94;5.75;1043.6;754.3;56.00;392656582.00
165.00;0.02;143.57;163.81;0.00;1005.6;900.9;100.00;379556538.00
165.00;128.5;132.1;175.06;8.08;1005.8;746.6;100.00;550201848.00
178.03;129.8;118.6;179.94;3.57;1007.3;746.8;100.00;4999390476.00
167.35;129.9;128.62;175.46;7.79;1006.3;746.6;100.00;5365502232.00
172.38;13.61;172.37;156.76;4.14;1006.3;856.4;100.00;376798634.00
173.54;50.05;173.53;164.77;6.47;1006.2;793.5;100.00;5606129356.00
167.00;75.4;167.00;164.03;7.91;1007.3;770.1;100.00;568128224.00
173.81;93.37;159.9;172.34;9.73;1007.2;746.6;100.00;5093848688.00
190.34;0.00;125.18;166.61;9.88;1079.00;798.9;100.00;3356369168.00
250.00;0.00;95.69;191.84;5.33;948.9;857.2;100.00;411617172.00
213.5;0.00;174.24;159.21;11.66;1043.6;771.9;100.00;5295865156.00
194.68;0.00;100.52;170.17;7.48;998.00;901.8;100.00;4427814872.00
251.37;0.00;118.27;192.94;5.75;1043.6;754.3;100.00;4014818748.00
446.00;24.00;79.00;162.00;11.61;967.00;712.00;28.00;5702655996.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;28.00;4442293868.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;28.00;51021224.00
446.00;24.00;79.00;162.00;10.3;967.00;712.00;28.00;5338612668.00
446.00;24.00;79.00;162.00;11.61;967.00;712.00;3.00;3536322404.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;3.00;2502108404.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;3.00;2334565736.00
446.00;24.00;79.00;162.00;11.61;967.00;712.00;7.00;5200717468.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;7.00;3801770664.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;7.00;39300132.00
446.00;24.00;79.00;162.00;11.61;967.00;712.00;56.00;6106688932.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;56.00;5614403068.00
446.00;24.00;79.00;162.00;11.64;967.00;712.00;56.00;5525460664.00
446.00;24.00;79.00;162.00;10.3;967.00;712.00;56.00;5476507868.00
387.00;20.00;94.00;157.00;14.32;938.00;845.00;28.00;5023522136.00
387.00;20.00;94.00;157.00;13.93;938.00;845.00;28.00;4668441996.00
387.00;20.00;94.00;157.00;11.61;938.00;845.00;28.00;4668441996.00
387.00;20.00;94.00;157.00;14.32;938.00;845.00;3.00;22752708.00
387.00;20.00;94.00;157.00;13.93;938.00;845.00;3.00;25510612.00
387.00;20.00;94.00;157.00;11.61;938.00;845.00;3.00;3477027468.00
387.00;20.00;94.00;157.00;14.32;938.00;845.00;7.00;3683870268.00
387.00;20.00;94.00;157.00;13.93;938.00;845.00;7.00;4589841732.00
387.00;20.00;94.00;157.00;11.61;938.00;845.00;7.00;4166503468.00
387.00;20.00;94.00;157.00;14.32;938.00;845.00;56.00;5633708396.00
387.00;20.00;94.00;157.00;13.93;938.00;845.00;56.00;4796684532.00
387.00;20.00;94.00;157.00;11.61;938.00;845.00;56.00;6145989064.00
355.00;19.00;97.00;145.00;13.13;967.00;871.00;28.00;4402993736.00
355.00;19.00;97.00;145.00;12.25;967.00;871.00;28.00;5545455468.00
491.00;26.00;123.00;210.00;3.93;882.00;699.00;28.00;5555108132.00
491.00;26.00;123.00;201.00;3.93;822.00;699.00;28.00;57915984.00
491.00;26.00;123.00;210.00;3.93;882.00;699.00;3.00;256091085694586.00
491.00;26.00;123.00;210.00;3.93;882.00;699.00;7.00;334888342847293.00
491.00;26.00;123.00;210.00;3.93;882.00;699.00;56.00;595904257152707.00
491.00;26.00;123.00;201.00;3.93;822.00;699.00;3.00;295489714305414.00
491.00;26.00;123.00;201.00;3.93;822.00;699.00;7.00;3792118.00
491.00;26.00;123.00;201.00;3.93;822.00;699.00;56.00;61855846854188.00
424.00;22.00;132.00;178.00;8.48;822.00;750.00;28.00;6205284.00
424.00;22.00;132.00;178.00;8.48;882.00;750.00;3.00;320113857152707.00
424.00;22.00;132.00;168.00;8.92;822.00;750.00;28.00;7209850532.00
424.00;22.00;132.00;178.00;8.48;822.00;750.00;7.00;390046422847293.00
424.00;22.00;132.00;178.00;8.48;822.00;750.00;56.00;65697213145812.00
424.00;22.00;132.00;168.00;8.92;822.00;750.00;3.00;321098822847293.00
424.00;22.00;132.00;168.00;8.92;822.00;750.00;7.00;402850977152707.00
424.00;22.00;132.00;168.00;8.92;822.00;750.00;56.00;743649114581204.00
202.00;11.00;141.00;206.00;1.72;942.00;801.00;28.00;2196670536.00
202.00;11.00;141.00;206.00;1.72;942.00;801.00;3.00;984965714581204.00
202.00;11.00;141.00;206.00;1.72;942.00;801.00;7.00;150699754305414.00
202.00;11.00;141.00;206.00;1.72;942.00;801.00;56.00;23245190854188.00
284.00;15.00;141.00;179.00;5.46;842.00;801.00;28.00;4373346268.00
284.00;15.00;141.00;179.00;5.46;842.00;801.00;3.00;133955337152707.00
284.00;15.00;141.00;179.00;5.46;842.00;801.00;7.00;2413166.00
284.00;15.00;141.00;179.00;5.46;842.00;801.00;56.00;445204502847293.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;28.00;6293536928.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;28.00;5949488404.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;3.00;251166257152707.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;3.00;23639177145812.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;7.00;357542554305414.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;7.00;38610656.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;56.00;68750606854188.00
359.00;19.00;141.00;154.00;10.91;942.00;801.00;56.00;667806754305414.00
436.00;0.00;0.00;218.00;0.00;838.4;719.7;28.00;2384897484.00
289.00;0.00;0.00;192.00;0.00;913.2;895.3;90.00;32068218236.00
289.00;0.00;0.00;192.00;0.00;913.2;895.3;3.00;11654902304.00
393.00;0.00;0.00;192.00;0.00;940.6;785.6;3.00;19199148696.00
393.00;0.00;0.00;192.00;0.00;940.6;785.6;90.00;48846616696.00
393.00;0.00;0.00;192.00;0.00;940.6;785.6;28.00;39604880392.00
480.00;0.00;0.00;192.00;0.00;936.2;712.2;28.00;43942373908.00
480.00;0.00;0.00;192.00;0.00;936.2;712.2;7.00;34569637164.00
480.00;0.00;0.00;192.00;0.00;936.2;712.2;90.00;54315540328.00
480.00;0.00;0.00;192.00;0.00;936.2;712.2;3.00;24404692496.00
333.00;0.00;0.00;192.00;0.00;931.2;842.6;3.00;15615941924.00
255.00;0.00;0.00;192.00;0.00;889.8;945.00;90.00;21859147104.00
255.00;0.00;0.00;192.00;0.00;889.8;945.00;7.00;10222171176.00
289.00;0.00;0.00;192.00;0.00;913.2;895.3;7.00;14596896396.00
255.00;0.00;0.00;192.00;0.00;889.8;945.00;28.00;18746162964.00
333.00;0.00;0.00;192.00;0.00;931.2;842.6;28.00;31966865264.00
333.00;0.00;0.00;192.00;0.00;931.2;842.6;7.00;23404952296.00
289.00;0.00;0.00;192.00;0.00;913.2;895.3;28.00;25573354316.00
333.00;0.00;0.00;192.00;0.00;931.2;842.6;90.00;41680203152.00
393.00;0.00;0.00;192.00;0.00;940.6;785.6;7.00;27742445812.00
255.00;0.00;0.00;192.00;0.00;889.8;945.00;3.00;8204074924.00
158.8;238.2;0.00;185.7;0.00;1040.6;734.3;7.00;9617500724.00
239.6;359.4;0.00;185.7;0.00;941.6;664.3;7.00;25422359072.00
238.2;158.8;0.00;185.7;0.00;1040.6;734.3;7.00;15691094808.00
181.9;272.8;0.00;185.7;0.00;1012.4;714.3;28.00;27935499092.00
193.5;290.2;0.00;185.7;0.00;998.2;704.3;28.00;32626693796.00
255.5;170.3;0.00;185.7;0.00;1026.6;724.3;7.00;17236210524.00
272.8;181.9;0.00;185.7;0.00;1012.4;714.3;7.00;19765208492.00
239.6;359.4;0.00;185.7;0.00;941.6;664.3;28.00;39435269296.00
220.8;147.2;0.00;185.7;0.00;1055.00;744.3;28.00;2574503384.00
397.00;0.00;0.00;185.7;0.00;1040.6;734.3;28.00;33082437432.00
382.5;0.00;0.00;185.7;0.00;1047.8;739.3;7.00;24065470304.00
210.7;316.1;0.00;185.7;0.00;977.00;689.3;7.00;21819846972.00
158.8;238.2;0.00;185.7;0.00;1040.6;734.3;28.00;21066249704.00
295.8;0.00;0.00;185.7;0.00;1091.4;769.3;7.00;14843728804.00
255.5;170.3;0.00;185.7;0.00;1026.6;724.3;28.00;32051670812.00
203.5;135.7;0.00;185.7;0.00;1076.2;759.3;7.00;11957582268.00
397.00;0.00;0.00;185.7;0.00;1040.6;734.3;7.00;25447869684.00
381.4;0.00;0.00;185.7;0.00;1104.6;784.3;28.00;22489328168.00
295.8;0.00;0.00;185.7;0.00;1091.4;769.3;28.00;25216895224.00
228.00;342.1;0.00;185.7;0.00;955.8;674.3;28.00;39699338604.00
220.8;147.2;0.00;185.7;0.00;1055.00;744.3;7.00;13089012384.00
316.1;210.7;0.00;185.7;0.00;977.00;689.3;28.00;3870028788.00
135.7;203.5;0.00;185.7;0.00;1076.2;759.3;7.00;7507014688.00
238.1;0.00;0.00;185.7;0.00;1118.8;789.3;28.00;17576122192.00
339.2;0.00;0.00;185.7;0.00;1069.2;754.3;7.00;21179323768.00
135.7;203.5;0.00;185.7;0.00;1076.2;759.3;28.00;1819871902.00
193.5;290.2;0.00;185.7;0.00;998.2;704.3;7.00;17200357772.00
203.5;135.7;0.00;185.7;0.00;1076.2;759.3;28.00;22629981272.00
290.2;193.5;0.00;185.7;0.00;998.2;704.3;7.00;21859147104.00
181.9;272.8;0.00;185.7;0.00;1012.4;714.3;7.00;1237264682.00
170.3;155.5;0.00;185.7;0.00;1026.6;724.3;28.00;25726417988.00
210.7;316.1;0.00;185.7;0.00;977.00;689.3;28.00;37813621744.00
228.00;342.1;0.00;185.7;0.00;955.8;674.3;7.00;21917063088.00
290.2;193.5;0.00;185.7;0.00;998.2;704.3;28.00;330431373.00
381.4;0.00;0.00;185.7;0.00;1104.6;784.3;7.00;1454104884.00
238.2;158.8;0.00;185.7;0.00;1040.6;734.3;28.00;2691369566.00
186.2;124.1;0.00;185.7;0.00;1083.4;764.3;7.00;7995853172.00
339.2;0.00;0.00;185.7;0.00;1069.2;754.3;28.00;31899986092.00
238.1;0.00;0.00;185.7;0.00;1118.8;789.3;7.00;10335934716.00
252.5;0.00;0.00;185.7;0.00;1111.6;784.3;28.00;19765208492.00
382.5;0.00;0.00;185.7;0.00;1047.8;739.3;28.00;37437857324.00
252.5;0.00;0.00;185.7;0.00;1111.6;784.3;7.00;11483912256.00
316.1;210.7;0.00;185.7;0.00;977.00;689.3;7.00;24437787344.00
186.2;124.1;0.00;185.7;0.00;1083.4;764.3;28.00;17596806472.00
170.3;155.5;0.00;185.7;0.00;1026.6;724.3;7.00;10730314988.00
272.8;181.9;0.00;185.7;0.00;1012.4;714.3;28.00;3138150014.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;3.00;1322414968.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;7.00;2096696516.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;14.00;2704124872.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;28.00;3203994972.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;90.00;3517017076.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;180.00;3644570136.00
339.00;0.00;0.00;197.00;0.00;968.00;781.00;365.00;3889334116.00
236.00;0.00;0.00;194.00;0.00;968.00;885.00;3.00;646728488.00
236.00;0.00;0.00;194.00;0.00;968.00;885.00;14.00;1283804312.00
236.00;0.00;0.00;194.00;0.00;968.00;885.00;28.00;1841590396.00
236.00;0.00;0.00;194.00;0.00;968.00;885.00;90.00;2194602108.00
236.00;0.00;0.00;193.00;0.00;968.00;885.00;180.00;2410408096.00
236.00;0.00;0.00;193.00;0.00;968.00;885.00;365.00;2508313688.00
277.00;0.00;0.00;191.00;0.00;968.00;856.00;14.00;2126343984.00
277.00;0.00;0.00;191.00;0.00;968.00;856.00;28.00;2596566616.00
277.00;0.00;0.00;191.00;0.00;968.00;856.00;3.00;1136256448.00
277.00;0.00;0.00;191.00;0.00;968.00;856.00;90.00;3125394708.00
277.00;0.00;0.00;191.00;0.00;968.00;856.00;180.00;3232952964.00
277.00;0.00;0.00;191.00;0.00;968.00;856.00;360.00;3370158688.00
254.00;0.00;0.00;198.00;0.00;968.00;863.00;3.00;9307926.00
254.00;0.00;0.00;198.00;0.00;968.00;863.00;90.00;2694472208.00
254.00;0.00;0.00;198.00;0.00;968.00;863.00;180.00;2762730332.00
254.00;0.00;0.00;198.00;0.00;968.00;863.00;365.00;297853632.00
307.00;0.00;0.00;193.00;0.00;968.00;812.00;180.00;3448758952.00
307.00;0.00;0.00;193.00;0.00;968.00;812.00;365.00;3614922668.00
307.00;0.00;0.00;193.00;0.00;968.00;812.00;3.00;1254156844.00
307.00;0.00;0.00;193.00;0.00;968.00;812.00;28.00;2753077668.00
307.00;0.00;0.00;193.00;0.00;968.00;812.00;90.00;32922479.00
236.00;0.00;0.00;193.00;0.00;968.00;885.00;7.00;999050724.00
200.00;0.00;0.00;180.00;0.00;1125.00;845.00;7.00;783934212.00
200.00;0.00;0.00;180.00;0.00;1125.00;845.00;28.00;1224509376.00
225.00;0.00;0.00;181.00;0.00;1113.00;833.00;7.00;111695112.00
225.00;0.00;0.00;181.00;0.00;1113.00;833.00;28.00;173403214.00
325.00;0.00;0.00;184.00;0.00;1063.00;783.00;7.00;1754026944.00
325.00;0.00;0.00;184.00;0.00;1063.00;783.00;28.00;3057136584.00
275.00;0.00;0.00;183.00;0.00;1088.00;808.00;7.00;142032056.00
275.00;0.00;0.00;183.00;0.00;1088.00;808.00;28.00;2449708228.00
300.00;0.00;0.00;184.00;0.00;1075.00;795.00;7.00;1557526284.00
300.00;0.00;0.00;184.00;0.00;1075.00;795.00;28.00;2684819544.00
375.00;0.00;0.00;186.00;0.00;1038.00;758.00;7.00;260621928.00
375.00;0.00;0.00;186.00;0.00;1038.00;758.00;28.00;3821075992.00
400.00;0.00;0.00;187.00;0.00;1025.00;745.00;28.00;4369898888.00
400.00;0.00;0.00;187.00;0.00;1025.00;745.00;7.00;3014389072.00
250.00;0.00;0.00;182.00;0.00;1100.00;820.00;7.00;1273462172.00
250.00;0.00;0.00;182.00;0.00;1100.00;820.00;28.00;2087043852.00
350.00;0.00;0.00;186.00;0.00;1050.00;770.00;7.00;2027748916.00
350.00;0.00;0.00;186.00;0.00;1050.00;770.00;28.00;3429453624.00
203.5;305.3;0.00;203.5;0.00;963.4;630.00;7.00;19539060364.00
250.2;166.8;0.00;203.5;0.00;977.6;694.1;90.00;47714497104.00
157.00;236.00;0.00;192.00;0.00;935.4;781.2;90.00;43377003588.00
141.3;212.00;0.00;203.5;0.00;971.8;748.5;28.00;2989223198.00
166.8;250.2;0.00;203.5;0.00;975.6;692.6;3.00;6902344236.00
122.6;183.9;0.00;203.5;0.00;958.2;800.1;90.00;33192064116.00
183.9;122.6;0.00;203.5;0.00;959.2;800.00;3.00;4903553312.00
102.00;153.00;0.00;192.00;0.00;887.00;942.00;3.00;4565020596.00
102.00;153.00;0.00;192.00;0.00;887.00;942.00;90.00;25460969728.00
122.6;183.9;0.00;203.5;0.00;958.2;800.1;28.00;24290928956.00
166.8;250.2;0.00;203.5;0.00;975.6;692.6;28.00;33947729812.00
200.00;133.00;0.00;192.00;0.00;965.4;806.2;3.00;1141427518.00
108.3;162.4;0.00;203.5;0.00;938.2;849.00;28.00;20593958644.00
305.3;203.5;0.00;203.5;0.00;965.4;631.00;7.00;25893960656.00
108.3;162.4;0.00;203.5;0.00;938.2;849.00;90.00;29231713972.00
116.00;173.00;0.00;192.00;0.00;909.8;891.9;90.00;31023662096.00
141.3;212.00;0.00;203.5;0.00;971.8;748.5;7.00;103938507.00
157.00;236.00;0.00;192.00;0.00;935.4;781.2;28.00;33664355176.00
133.00;200.00;0.00;192.00;0.00;927.4;839.2;28.00;27874825204.00
250.2;166.8;0.00;203.5;0.00;977.6;694.1;7.00;1935014394.00
173.00;116.00;0.00;192.00;0.00;946.8;856.8;7.00;11392211948.00
192.00;288.00;0.00;192.00;0.00;929.8;716.1;3.00;12788400848.00
192.00;288.00;0.00;192.00;0.00;929.8;716.1;28.00;39321505756.00
153.00;102.00;0.00;192.00;0.00;888.00;943.1;3.00;4782205536.00
288.00;192.00;0.00;192.00;0.00;932.00;717.8;3.00;1610960674.00
305.3;203.5;0.00;203.5;0.00;965.4;631.00;28.00;43377003588.00
236.00;157.00;0.00;192.00;0.00;972.6;749.1;7.00;20416073836.00
173.00;116.00;0.00;192.00;0.00;946.8;856.8;3.00;6940954892.00
212.00;141.3;0.00;203.5;0.00;973.4;750.00;7.00;150305768.00
236.00;157.00;0.00;192.00;0.00;972.6;749.1;3.00;135654403.00
183.9;122.6;0.00;203.5;0.00;959.2;800.00;90.00;3253292506.00
166.8;250.2;0.00;203.5;0.00;975.6;692.6;7.00;15748321316.00
102.00;153.00;0.00;192.00;0.00;887.00;942.00;7.00;7675936308.00
288.00;192.00;0.00;192.00;0.00;932.00;717.8;28.00;38804398756.00
212.00;141.3;0.00;203.5;0.00;973.4;750.00;28.00;33003837168.00
102.00;153.00;0.00;192.00;0.00;887.00;942.00;28.00;17275510656.00
173.00;116.00;0.00;192.00;0.00;946.8;856.8;28.00;24281965768.00
183.9;122.6;0.00;203.5;0.00;959.2;800.00;28.00;24046164976.00
133.00;200.00;0.00;192.00;0.00;927.4;839.2;90.00;36588422892.00
192.00;288.00;0.00;192.00;0.00;929.8;716.1;90.00;50732333556.00
133.00;200.00;0.00;192.00;0.00;927.4;839.2;7.00;13664035368.00
305.3;203.5;0.00;203.5;0.00;965.4;631.00;3.00;14143910664.00
236.00;157.00;0.00;192.00;0.00;972.6;749.1;90.00;47782065752.00
108.3;162.4;0.00;203.5;0.00;938.2;849.00;3.00;2331807832.00
157.00;236.00;0.00;192.00;0.00;935.4;781.2;7.00;16889404096.00
288.00;192.00;0.00;192.00;0.00;932.00;717.8;7.00;23523542168.00
212.00;141.3;0.00;203.5;0.00;973.4;750.00;3.00;68085755.00
212.00;141.3;0.00;203.5;0.00;973.4;750.00;90.00;3970002808.00
153.00;102.00;0.00;192.00;0.00;888.00;943.1;28.00;1796429718.00
236.00;157.00;0.00;192.00;0.00;972.6;749.1;28.00;3288455782.00
116.00;173.00;0.00;192.00;0.00;909.8;891.9;28.00;22347985588.00
183.9;122.6;0.00;203.5;0.00;959.2;800.00;7.00;10787541496.00
108.3;162.4;0.00;203.5;0.00;938.2;849.00;7.00;7723510152.00
203.5;305.3;0.00;203.5;0.00;963.4;630.00;28.00;41684340008.00
203.5;305.3;0.00;203.5;0.00;963.4;630.00;3.00;9561653168.00
133.00;200.00;0.00;192.00;0.00;927.4;839.2;3.00;6883728384.00
288.00;192.00;0.00;192.00;0.00;932.00;717.8;90.00;50526869708.00
200.00;133.00;0.00;192.00;0.00;965.4;806.2;7.00;17165883972.00
200.00;133.00;0.00;192.00;0.00;965.4;806.2;28.00;30439675924.00
250.2;166.8;0.00;203.5;0.00;977.6;694.1;3.00;9731264264.00
122.6;183.9;0.00;203.5;0.00;958.2;800.1;3.00;331982694.00
153.00;102.00;0.00;192.00;0.00;888.00;943.1;90.00;26322814728.00
